name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug,capacity_gb,Benchmark
Crucial Ballistix Sport LT 16 GB,,2,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,16,79.5
Crucial Ballistix Sport LT 16 GB,,2,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,16,76.9
Crucial Ballistix Sport LT 16 GB,,2,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,16,76.9
Crucial Ballistix Sport LT 16 GB,,2,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,16,76.9
Crucial Ballistix Sport LT 16 GB,,2,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,16,43.1
G.Skill Trident Z RGB 64 GB,,8,,Black,8.75,14.0,DDR4,3200,g-skill-trident-z-rgb-ddr4-3200,64,84.3
Crucial Ballistix Sport LT 8 GB,,1,,Black / Silver,12.003,16.0,DDR4,2666,crucial-ballistix-sport-lt-ddr4-2666,8,46.7
Crucial Ballistix Sport LT 8 GB,,1,,Black / Silver,12.003,16.0,DDR4,2666,crucial-ballistix-sport-lt-ddr4-2666,8,46.7
Crucial Ballistix Sport LT 8 GB,,1,,Black / Silver,12.003,16.0,DDR4,2666,crucial-ballistix-sport-lt-ddr4-2666,8,46.7
G.Skill Trident Z RGB 64 GB,,8,,Black,10.0,16.0,DDR4,3200,g-skill-trident-z-rgb-ddr4-3200,64,84.3
G.Skill Trident Z RGB 128 GB,,8,,Black,9.333,14.0,DDR4,3000,g-skill-trident-z-rgb-ddr4-3000,128,80.8
Corsair Vengeance RGB Pro 128 GB,,8,,Black,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-ddr4-3200,128,88.5
Corsair Vengeance RGB Pro 128 GB,,8,,Black,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-ddr4-3200,128,80.5
Crucial Ballistix Sport LT 16 GB,,2,,Silver / Black,12.003,16.0,DDR4,2666,crucial-ballistix-sport-lt-ddr4-2666,16,46.7
Crucial Ballistix Sport LT 16 GB,,2,,Silver / Black,12.003,16.0,DDR4,2666,crucial-ballistix-sport-lt-ddr4-2666,16,46.7
Crucial Ballistix Sport LT 16 GB,,2,,Silver / Black,12.003,16.0,DDR4,2666,crucial-ballistix-sport-lt-ddr4-2666,16,46.7
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,79.5
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,79.5
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,79.5
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,76.9
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,76.9
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,76.9
Crucial Ballistix Sport LT 32 GB,,4,,Red / Black,13.333,16.0,DDR4,2400,crucial-ballistix-sport-lt-ddr4-2400,32,43.1
G.Skill Trident Z RGB 128 GB,,8,,,9.375,15.0,DDR4,3200,g-skill-trident-z-rgb-ddr4-3200,128,84.3
G.Skill Trident Z RGB 64 GB,,8,,,9.375,15.0,DDR4,3200,g-skill-trident-z-rgb-ddr4-3200,64,84.3
